Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,30.07.2018,5100988145,"£1,124.80",Transport for Greater Manchester,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,30.07.2018,5100988145,"£1,124.80",Transport for Greater Manchester,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,30.07.2018,5100988145,"£1,124.80",Transport for Greater Manchester,,
Manchester City Council,Adult Social Care,Supporting People Payments,30.07.2018,5100988309,"£1,003.81",Your Housing Ltd.,,
Manchester City Council,Adult Social Care,Supporting People Payments,30.07.2018,5100988309,"£1,003.51",Your Housing Ltd.,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,30.07.2018,5100988344,"£1,000.00",City South Manchester Housing Trust,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,30.07.2018,5100988352,"£1,000.00",Trinity CE High School Academy,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,30.07.2018,5100987790,"£1,000.00",Friends of Swinton Grove Park,,
Manchester City Council,Adult Social Care,Supporting People Payments,30.07.2018,5100988245,£942.74,Riverside ECHG,,
Manchester City Council,Adult Social Care,Supporting People Payments,30.07.2018,5100988245,£912.43,Riverside ECHG,,
Manchester City Council,Manchester Leisure,Vehicle Fuel Costs,30.07.2018,5100988486,£867.45,Carlton Fuels Ltd,,
Manchester City Council,Hospitality + Trading Services,Goods purchased for resale in Council outlets,30.07.2018,5100988273,£861.25,Treasured Memories Ltd,,
Manchester City Council,Adult Social Care,Legal Fees,30.07.2018,1906138163,£850.00,Redacted Personal Information,,
Manchester City Council,Adult Social Care,Equipment,30.07.2018,5100988180,£842.60,Morris & Alexander Ltd,,
Manchester City Council,Adult Social Care,Childrens Allowances,30.07.2018,1906136342,£810.60,Barnardos Manchester Leaving Care S,,
Manchester City Council,Adult Social Care,Rents,30.07.2018,1906136204,£807.50,Manchester Letting,,
Manchester City Council,Adult Social Care,Supporting People Payments,30.07.2018,5100988245,£790.60,Riverside ECHG,,
Manchester City Council,Adult Social Care,Supporting People Payments,30.07.2018,5100988309,£760.13,Your Housing Ltd.,,
Manchester City Council,Manchester Leisure,Subsistence and Conference Expenses,30.07.2018,5100987906,£758.67,Macdonald Manchester Hotel,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,30.07.2018,5100988341,£750.00,Irk Valley TARA,,
Manchester City Council,Manchester Leisure,Legal Fees,30.07.2018,5100988181,£750.00,Kings Chambers,,
Manchester City Council,Highways Services,Building Materials for direct delivery,30.07.2018,1906140343,£745.00,Ecomix Concrete Ltd,,
Manchester City Council,Adult Social Care,Personal needs of client,30.07.2018,1906136342,£726.24,Barnardos Manchester Leaving Care S,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,30.07.2018,5100988249,£675.08,Redacted Personal Information,,
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,30.07.2018,5100988213,£663.93,John Wiley & Sons Ltd,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,30.07.2018,5100988278,£650.78,Redacted Personal Information,,
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,30.07.2018,5100988099,£648.18,Alliance Disposables Ltd,,
Manchester City Council,Adult Social Care,Payments for services,30.07.2018,5100987961,£633.75,DHP Care Limited,,
Manchester City Council,Highways Services,Compensation Payments,30.07.2018,1906136218,£633.60,Sheldon Davidson Solicitors,,
Manchester City Council,Adult Social Care,Transport Coach Hire,30.07.2018,5100988232,£590.94,Redacted Personal Information,,
Manchester City Council,Manchester Leisure,Public Transport,30.07.2018,5100988136,£560.00,Transport for Greater Manchester,,
Manchester City Council,Highways Services,Training - Day Release Fees,30.07.2018,5100987730,£550.00,Raydar Safety Limited,,
Manchester City Council,Adult Social Care,Supporting People Payments,30.07.2018,5100988245,£547.74,Riverside ECHG,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,30.07.2018,5100988276,£530.55,Redacted Personal Information,,
Manchester City Council,Manchester Leisure,Stationery,30.07.2018,5100988132,£503.00,Conservation By Design Ltd,,
Manchester City Council,Manchester Leisure,Professional fees,30.07.2018,5100987913,£500.00,Alexander Communications,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,30.07.2018,5100988463,-£867.45,Carlton Fuels Ltd,,
Manchester City Council,Regeneration Finance,Rents,30.07.2018,1700081728,"-£4,869.70",Regus Management (UK) Ltd,,
Manchester City Council,Manchester Leisure,I T Provision,30.07.2018,5100988324,"-£9,651.72",Computeam Limited,,
Manchester City Council,Environment and Operations,Infrastructure - Adaptations,30.07.2018,5100988177,"-£20,000.00",Utilities Design & Planning Ltd,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,31.07.2018,5100988068,"£872,952.67",Central Mcr Uni Hospital t/a,,
Manchester City Council,Corporate Services,Usable Capital Receipts Reserve,31.07.2018,1906140430,"£638,367.04",DCLG,,
Manchester City Council,Housing Revenue Account,Private Finance and Public Private partnership initiatives,31.07.2018,5100988365,"£625,419.01",S4B Limited,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,31.07.2018,5100988071,"£488,333.34",Central Mcr Uni Hospital t/a,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,31.07.2018,5100988343,"£365,590.71",Vinci Construction UK Ltd,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,31.07.2018,5100988414,"£350,000.00",Young Manchester,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,31.07.2018,5100988240,"£307,844.66",Central Mcr Uni Hospital t/a,,
Manchester City Council,Adult Social Care,Payments for services,31.07.2018,5100988162,"£172,800.00",Manchester College,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,31.07.2018,5100984586,"£144,633.00",Buro Happold Limited,,
Manchester City Council,Chief Executives,Grant and subscriptions awarded,31.07.2018,5100987831,"£137,500.00",National Football Museum,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,31.07.2018,5100988225,"£130,968.13",Buro Happold Limited,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,31.07.2018,5100988077,"£125,000.00",Central Mcr Uni Hospital t/a,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,31.07.2018,5100988221,"£122,719.00",Buro Happold Limited,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,31.07.2018,5100975587,"£122,718.00",Buro Happold Limited,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,31.07.2018,5100988222,"£122,718.00",Buro Happold Limited,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,31.07.2018,5100988438,"£101,504.63",Conlon Construction Ltd,,
Manchester City Council,Manchester Leisure,Tipping Charges - Tonnage,31.07.2018,5100988632,"£93,390.30",Redgate Holdings Ltd,,
Manchester City Council,Manchester Leisure,Tipping Charges - Tonnage,31.07.2018,5100988633,"£87,684.23",Redgate Holdings Ltd,,
Manchester City Council,Adult Social Care,Rents,31.07.2018,5100988490,"£76,198.43",Accommodation Links Ltd,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,31.07.2018,5100988049,"£75,000.00",Young Manchester,,
Manchester City Council,Chief Executives,Licences Purchase,31.07.2018,5100987337,"£71,892.00",Spacecraft Creative Limited,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,31.07.2018,5100987984,"£64,134.81",ENGIE Regeneration Ltd,,
Manchester City Council,Adult Social Care,Payments for services,31.07.2018,5100988383,"£62,784.83",ABL Health Ltd,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,31.07.2018,5100980345,"£60,003.00",Buro Happold Limited,,
Manchester City Council,Adult Social Care,Transport Coach Hire,31.07.2018,5100987586,"£53,245.50",Communitytransportservices.co.uk,,
Manchester City Council,Libraries and Theatres,Works and associated costs for Land and Buildings,31.07.2018,5100988432,"£48,974.85",Morrison Facilities Services Ltd,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,31.07.2018,5100988388,"£42,400.00",Liquidlogic Ltd,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,31.07.2018,5100984186,"£42,400.00",Liquidlogic Ltd,,
Manchester City Council,Childrens Services,Building Works,31.07.2018,5100987954,"£40,500.00",United Learning Trust,,
Manchester City Council,Manchester Leisure,Professional fees,31.07.2018,5100988569,"£38,204.78",Wythenshawe Forum Trust Ltd,,
Manchester City Council,Adult Social Care,Payments for services,31.07.2018,5100988070,"£35,150.09",Central Mcr Uni Hospital t/a,,
Manchester City Council,Environment and Operations,Construction Works,31.07.2018,5100987767,"£34,710.95",Excalon Limited,,
Manchester City Council,Chief Executives,Printing,31.07.2018,5100988433,"£31,752.00",t/a R.C.D.,,
Manchester City Council,Chief Executives,Funeral and coroner related services,31.07.2018,5100988478,"£27,662.69",Central Mcr Uni Hospital t/a,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,31.07.2018,5100987986,"£27,312.70",ENGIE Regeneration Ltd,,
Manchester City Council,Manchester Leisure,Equipment,31.07.2018,5100987574,"£26,435.00",CDS-Wilman,,
Manchester City Council,Manchester Leisure,Cleaning Equipment and Materials,31.07.2018,5100988630,"£25,462.04",Redgate Holdings Ltd,,
Manchester City Council,Manchester Leisure,Tipping Charges - Skips,31.07.2018,5100988638,"£25,085.34",Redgate Holdings Ltd,,
Manchester City Council,Chief Executives,Professional fees,31.07.2018,5100988562,"£25,000.00",Chime Communications Limited,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,31.07.2018,5100975583,"£25,000.00",Buro Happold Limited,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,31.07.2018,5100980352,"£25,000.00",Buro Happold Limited,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,31.07.2018,5100988224,"£25,000.00",Buro Happold Limited,,
Manchester City Council,Chief Executives,Professional fees,31.07.2018,5100985453,"£24,750.00",Havas People Ltd,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,31.07.2018,5100988226,"£24,000.00",Buro Happold Limited,,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,31.07.2018,5100983618,"£21,953.89",Gariff Construction,,
Manchester City Council,Manchester Leisure,Equipment,31.07.2018,5100984048,"£20,883.25",Egbert Taylor Group,,
Manchester City Council,Adult Social Care,Rents,31.07.2018,5100988275,"£20,437.20",Housing Social Ltd,,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,31.07.2018,5100983618,"£19,354.23",Gariff Construction,,
Manchester City Council,Adult Social Care,Supporting People Payments,31.07.2018,5100988251,"£19,091.41",Riverside ECHG,,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,31.07.2018,5100988582,"£18,616.56",The Orchards School,,
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,31.07.2018,5100988294,"£17,543.00",Back On Track,,
Manchester City Council,Manchester Leisure,Cleaning Equipment and Materials,31.07.2018,5100988627,"£17,533.14",Redgate Holdings Ltd,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,31.07.2018,5100988255,"£16,666.66",Riverside ECHG,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,31.07.2018,5100987883,"£16,146.00",The Pennine Acute Hospital Nhs Trus,,
Manchester City Council,Adult Social Care,Extra Care Sheltered Housing Payments,31.07.2018,5100987372,"£16,143.98",Creative Support Ltd,,
Manchester City Council,Corporate Services,Bank Charges,31.07.2018,1906140446,"£16,096.80",Capita Business Services Ltd,,
Manchester City Council,Highways Services,External repairs and maintenance for buildings,31.07.2018,5100987898,"£16,000.00",Vaisala Ltd,,
Manchester City Council,Adult Social Care,Transport Coach Hire,31.07.2018,5100988447,"£15,790.00",Redacted Personal Information,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,31.07.2018,5100987967,"£15,561.00",Carlton Fuels Ltd,,
Manchester City Council,Environment and Operations,Infrastructure - Adaptations,31.07.2018,5100986775,"£15,368.75",Utilities Design & Planning Ltd,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,31.07.2018,5100988240,"£15,206.00",Central Mcr Uni Hospital t/a,,
Manchester City Council,Manchester Leisure,Equipment,31.07.2018,5100985940,"£14,945.50",Egbert Taylor Group,,
Manchester City Council,Insurance Fund,Insurance,31.07.2018,1906140302,"£14,650.00",CFG Law,,
Manchester City Council,Adult Social Care,Payments for services,31.07.2018,5100987196,"£13,554.86",Future Directions CIC,,
Manchester City Council,Adult Social Care,Supporting People Payments,31.07.2018,5100987918,"£12,898.00",The Booth Centre,,
Manchester City Council,Housing Revenue Account,I T Provision,31.07.2018,5100984720,"£12,875.00",Aareon UK Ltd,,
