Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,24.12.2018,5101010505,"£1,041.74",Centrepoint-YPSF,,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,24.12.2018,5101010959,£580.00,MAV Youth Empowerment Programme,,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,24.12.2018,5101009110,"-£1,950.00",One Education Ltd,,,,,,
Manchester City Council,Adult Social Care,Payments for services,24.12.2018,5101009465,"£35,702.70",Creative Support Ltd,,,,,,
Manchester City Council,Adult Social Care,Payments for services,24.12.2018,5101010889,"£29,356.00",Xaverian College,,,,,,
Manchester City Council,Adult Social Care,Payments for services,24.12.2018,5101009358,"£12,491.00",Royal Nat. College for the Blind,,,,,,
Manchester City Council,Adult Social Care,Payments for services,24.12.2018,5101009386,"£8,944.00",Tameside Metropolitan Bouough,,,,,,
Manchester City Council,Adult Social Care,Payments for services,24.12.2018,5101008346,"£4,280.00",Cheshire College South and West,,,,,,
Manchester City Council,Adult Social Care,Payments for services,24.12.2018,5101009388,"£3,579.00",Tameside Metropolitan Bouough,,,,,,
Manchester City Council,Adult Social Care,Payments for services,24.12.2018,5101010888,"£2,533.31",Penarth Group School,,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,24.12.2018,5101010504,"£31,750.00",Centrepoint-YPSF,,,,,,
Manchester City Council,Adult Social Care,Foster Payments,24.12.2018,1906304763,£572.00,Redacted Personal Information,,,,,,
Manchester City Council,Adult Social Care,Home Care ,24.12.2018,5101010598,"£30,907.00",NHS Central Manchester CCG,,,,,,
Manchester City Council,Adult Social Care,Home Care ,24.12.2018,5101009381,"£6,364.00",Tameside Metropolitan Bouough,,,,,,
Manchester City Council,Adult Social Care,Home Care ,24.12.2018,5101007695,"-£166,839.17",NHS Central Manchester CCG,,,,,,
Manchester City Council,Adult Social Care,Personal needs of client,24.12.2018,5101010593,"£2,239.00",James Leckey Design Ltd,,,,,,
Manchester City Council,Adult Social Care,Legal Fees,24.12.2018,5101008741,£650.00,Redacted Personal Information,,,,,,
Manchester City Council,Adult Social Care,Legal Fees,24.12.2018,1906312513,"£5,694.00",Redacted Personal Information,,,,,,
Manchester City Council,Adult Social Care,Legal Fees,24.12.2018,1906312514,"£5,694.00",Redacted Personal Information,,,,,,
Manchester City Council,Adult Social Care,Legal Fees,24.12.2018,1906312512,"£5,964.00",Redacted Personal Information,,,,,,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,24.12.2018,5101008863,"£57,076.22",Morrison Facilities Services Ltd,,,,,,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,24.12.2018,5101008863,"£20,628.97",Morrison Facilities Services Ltd,,,,,,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,24.12.2018,5101010950,"£12,876.94",Manchester Working Ltd,,,,,,
Manchester City Council,Corporate Services,Training and Development,24.12.2018,5101009943,"£4,700.00",Manchester Mind,,,,,,
Manchester City Council,Corporate Services,External repairs and maintenance for buildings,24.12.2018,5101008116,"£6,800.00",Ryder Architecture Ltd,,,,,,
Manchester City Council,Corporate Services,Contract Cleaning External,24.12.2018,5101010605,£750.00,Merchant Rentals,,,,,,
Manchester City Council,Corporate Services,Storage Costs,24.12.2018,5101010274,"£6,207.41",Oasis UK formerly Box-It (NW),,,,,,
Manchester City Council,Corporate Services,Travel,24.12.2018,5101010491,"£1,540.00",Northern,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101010491,"£2,568.00",Northern,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101010491,"£1,732.00",Northern,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101010491,£990.00,Northern,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101010491,£990.00,Northern,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101010491,£990.00,Northern,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101010491,£990.00,Northern,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101010491,£990.00,Northern,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101010491,£990.00,Northern,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101010491,£990.00,Northern,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101010491,£990.00,Northern,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101010919,£945.00,Transport for Greater Manchester,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101010491,£896.00,Northern,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101010491,£896.00,Northern,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101010491,£896.00,Northern,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101010491,£896.00,Northern,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101010920,£792.00,Transport for Greater Manchester,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101010921,£792.00,Transport for Greater Manchester,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101008180,£570.00,Stagecoach Manchester,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101008180,£570.00,Stagecoach Manchester,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101008180,£570.00,Stagecoach Manchester,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101008180,£570.00,Stagecoach Manchester,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101008180,£570.00,Stagecoach Manchester,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101008180,£570.00,Stagecoach Manchester,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101008180,£570.00,Stagecoach Manchester,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101008180,£570.00,Stagecoach Manchester,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101008180,£570.00,Stagecoach Manchester,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101008180,£570.00,Stagecoach Manchester,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101008180,£570.00,Stagecoach Manchester,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101008180,£570.00,Stagecoach Manchester,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101008367,£570.00,Stagecoach Manchester,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101008367,£570.00,Stagecoach Manchester,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101008367,£570.00,Stagecoach Manchester,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101008367,£570.00,Stagecoach Manchester,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101008367,£570.00,Stagecoach Manchester,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101008367,£570.00,Stagecoach Manchester,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101008367,£570.00,Stagecoach Manchester,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101008367,£570.00,Stagecoach Manchester,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101010495,-£783.50,Northern,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,24.12.2018,5101010495,"-£2,568.00",Northern,,,,,,
Manchester City Council,Corporate Services,Professional fees,24.12.2018,5101010676,"£16,969.00",Pierre Angulaire Limited,,,,,,
Manchester City Council,Corporate Services,Professional fees,24.12.2018,5101010679,"£10,780.00",Mace Ltd,,,,,,
Manchester City Council,Corporate Services,Professional fees,24.12.2018,5101010624,"£10,125.00",Gleeds Management Services Limited,,,,,,
Manchester City Council,Corporate Services,Professional fees,24.12.2018,5101010678,"£8,400.00",Mace Ltd,,,,,,
Manchester City Council,Corporate Services,Professional fees,24.12.2018,5101010620,"£7,522.50",Gleeds Management Services Limited,,,,,,
Manchester City Council,Corporate Services,Professional fees,24.12.2018,5101009992,"£6,667.50",Rider Levett Bucknall UK Ltd,,,,,,
Manchester City Council,Corporate Services,Professional fees,24.12.2018,5101008348,"£4,837.50",Turner & Townsend Cost,,,,,,
Manchester City Council,Corporate Services,Professional fees,24.12.2018,5101009993,"£3,966.00",Rider Levett Bucknall UK Ltd,,,,,,
Manchester City Council,Corporate Services,Professional fees,24.12.2018,5101009996,"£1,400.00",Rider Levett Bucknall UK Ltd,,,,,,
Manchester City Council,Corporate Services,Professional fees,24.12.2018,5101009997,"£1,200.00",Rider Levett Bucknall UK Ltd,,,,,,
Manchester City Council,Corporate Services,Professional fees,24.12.2018,5101009422,£875.00,Turner & Townsend Project,,,,,,
Manchester City Council,Corporate Services,Professional fees,24.12.2018,5101007778,£800.00,Watts Group Limited,,,,,,
Manchester City Council,Corporate Services,Professional fees,24.12.2018,5101009994,£800.00,Rider Levett Bucknall UK Ltd,,,,,,
Manchester City Council,Corporate Services,Professional fees,24.12.2018,5101009999,£800.00,Rider Levett Bucknall UK Ltd,,,,,,
Manchester City Council,Corporate Services,Professional fees,24.12.2018,5101008178,£750.00,Edmond Shipway,,,,,,
Manchester City Council,Corporate Services,Professional fees,24.12.2018,5101008607,£750.00,Edmond Shipway,,,,,,
Manchester City Council,Corporate Services,Professional fees,24.12.2018,5101008916,£650.00,Naismiths Ltd,,,,,,
Manchester City Council,Corporate Services,Fees,24.12.2018,1906308003,"£26,438.95",Newlyn Plc,,,,,,
Manchester City Council,Corporate Services,Fees,24.12.2018,1906308006,"£7,543.75",Bristow & Sutor,,,,,,
Manchester City Council,Corporate Services,Fees,24.12.2018,1906307999,"£1,875.15",Equita Ltd,,,,,,
Manchester City Council,Corporate Services,Fees,24.12.2018,1906307999,"-£1,875.15",Equita Ltd,,,,,,
Manchester City Council,Corporate Services,Fees,24.12.2018,1906308006,"-£7,543.75",Bristow & Sutor,,,,,,
Manchester City Council,Corporate Services,Fees,24.12.2018,1906308003,"-£26,438.95",Newlyn Plc,,,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,24.12.2018,5101010388,"£88,304.37",Conlon Construction Ltd,,,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,24.12.2018,5101010388,"£74,600.98",Conlon Construction Ltd,,,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,24.12.2018,5101010388,"£26,565.41",Conlon Construction Ltd,,,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,24.12.2018,5101009194,"£33,378.16",Faithful & Gould Ltd,,,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,24.12.2018,5101009195,"£19,027.12",Faithful & Gould Ltd,,,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,24.12.2018,5101009193,"£12,798.38",Faithful & Gould Ltd,,,,,,
Manchester City Council,Corporate Services,Legal Fees,24.12.2018,5101010689,"£16,409.00",Kuit Steinart Levy Solicitors,,,,,,
Manchester City Council,Housing General Fund,Works and associated costs for Land and Buildings,24.12.2018,5101010310,"£46,063.29",Homes England,,,,,,
Manchester City Council,Housing General Fund,Building Works,24.12.2018,5101008637,"£49,318.60",Manchester Care & Repair Ltd,,,,,,
Manchester City Council,Housing General Fund,Building Works,24.12.2018,5101008620,"£40,402.40",Manchester Care & Repair Ltd,,,,,,
Manchester City Council,Housing General Fund,Building Works,24.12.2018,5101009937,-£630.00,One Manchester Limited,,,,,,
Manchester City Council,Housing General Fund,Building Works,24.12.2018,5101008635,"-£40,402.40",Manchester Care & Repair Ltd,,,,,,
Manchester City Council,Housing Revenue Account,Training and Development,24.12.2018,5101009807,"£1,266.00",QA Ltd,,,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,24.12.2018,5101010825,"£125,227.33",Manchester Working Ltd,,,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,24.12.2018,5101010793,"£75,347.73",Manchester Working Ltd,,,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,24.12.2018,5101010842,"£39,019.47",Manchester Working Ltd,,,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,24.12.2018,5101010814,"£31,432.94",Manchester Working Ltd,,,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,24.12.2018,5101010341,"£27,177.65",Manchester Working Ltd,,,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,24.12.2018,5101010799,"£21,945.35",Manchester Working Ltd,,,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,24.12.2018,5101010841,"£14,790.14",Manchester Working Ltd,,,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,24.12.2018,5101010730,"£7,095.93",Manchester Working Ltd,,,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,24.12.2018,5101010843,"£6,302.93",Pts Plumbing Trade Supplies,,,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,24.12.2018,5101010839,"£6,297.94",Manchester Working Ltd,,,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,24.12.2018,5101010825,"£2,777.56",Manchester Working Ltd,,,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,24.12.2018,5101010796,"£2,410.90",Manchester Working Ltd,,,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,24.12.2018,5101010844,"£2,099.95",Pts Plumbing Trade Supplies,,,,,,
Manchester City Council,Housing Revenue Account,Works and associated costs for Land and Buildings,24.12.2018,5101010869,"£1,650.00",Kings Chambers,,,,,,
Manchester City Council,Chief Executives,Agency staff provision,24.12.2018,5101010683,"£4,410.35",Deekay Technical Recruitment Ltd,,,,,,
Manchester City Council,Chief Executives,Training and Development,24.12.2018,5101008812,£850.00,Manchester Mind,,,,,,
Manchester City Council,Chief Executives,Equipment,24.12.2018,1906307838,£950.00,VOUCHER EXPRESS B2B MO,,,,,,
