Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,,
Manchester City Council,Adult Social Care,Equipment,29.11.2021,5105787740,£763.80,Drive Devilbiss Healthcare Ltd,,,,
Manchester City Council,Adult Social Care,Signers/Interpreters,29.11.2021,5105788161,"£2,719.20",Language Line Ltd,,,,
Manchester City Council,Adult Social Care,Signers/Interpreters,29.11.2021,5105788100,£648.80,Language Line Ltd,,,,
Manchester City Council,Adult Social Care,Professional fees,29.11.2021,5105787739,"£9,500.00",Price Waterhouse Coopers LLP,,,,
Manchester City Council,Adult Social Care,Professional fees,29.11.2021,5105788146,"£5,085.06",Access UK Ltd,,,,
Manchester City Council,Adult Social Care,Professional fees,29.11.2021,5105788212,"£2,546.00",ADASS,,,,
Manchester City Council,Adult Social Care,Funeral and coroner related services,29.11.2021,5105788122,"£1,358.00",Greater Manchester Funeral Service,,,,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,29.11.2021,5105788193,"£2,365.00",Redacted Personal Information,,,,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,29.11.2021,5105788170,"£30,072.65",Bury M.B.C.,,,,
Manchester City Council,Adult Social Care,Payments for services,29.11.2021,5105788263,"£49,365.72",Potensial Ltd (T/A Potens),,,,
Manchester City Council,Adult Social Care,Payments for services,29.11.2021,5105788264,"£49,365.72",Potensial Ltd (T/A Potens),,,,
Manchester City Council,Adult Social Care,Residential Care Homes Payments,29.11.2021,5105788228,"£8,857.14",Enabling Futures Ltd,,,,
Manchester City Council,Adult Social Care,Residential Care Homes Payments,29.11.2021,5105788227,"£8,000.00",Enabling Futures Ltd,,,,
Manchester City Council,Adult Social Care,Legal Fees,29.11.2021,1907468835,"£2,365.00",11KBW,,,,
Manchester City Council,Adult Social Care,Legal Fees,29.11.2021,1907470311,£970.00,Liberata,,,,
Manchester City Council,Corporate Services,Transport Taxis,29.11.2021,1907470395,"£13,631.18",Mantax Radio Taxis Ltd,,,,
Manchester City Council,Corporate Services,WPS Awards,29.11.2021,5105788236,£995.23,Furniture Resource Centre Ltd,,,,
Manchester City Council,Corporate Services,WPS Awards,29.11.2021,5105788238,£885.36,Furniture Resource Centre Ltd,,,,
Manchester City Council,Corporate Services,Bank Charges,29.11.2021,1907465737,"£10,658.43",Capita Business Services Ltd,,,,
Manchester City Council,Corporate Services,Compensation Payments,29.11.2021,1907467777,"£13,000.00",EMERALD LAW,,,,
Manchester City Council,Housing General Fund,Capital Receipts,29.11.2021,1907466059,"£16,475.00",Redrow Homes Lancashire,,,,
Manchester City Council,Housing General Fund,Capital Receipts,29.11.2021,1907468831,"£13,840.00",Redrow Homes Lancashire,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,29.11.2021,5105788163,"£36,848.44","Jackson, Jackson & Sons Ltd",,,,
Manchester City Council,Housing Revenue Account,Works and associated costs for Land and Buildings,29.11.2021,5105788099,"£81,871.75",Northern Gateway (FEC) No.10 Limite,,,,
Manchester City Council,Chief Executives,Agency staff provision,29.11.2021,5105788152,"£16,422.00",Penna PLC,,,,
Manchester City Council,Chief Executives,Agency staff provision,29.11.2021,5105788195,"£9,617.04",LAW Absolute,,,,
Manchester City Council,Chief Executives,Agency staff provision,29.11.2021,5105788139,£987.50,Solace In Business Ltd,,,,
Manchester City Council,Chief Executives,Training and Development,29.11.2021,1907469757,"£1,050.00",What Next Consultancy (UK) Limited,,,,
Manchester City Council,Chief Executives,Vehicle Hire Costs,29.11.2021,5105784132,£642.42,Manchester Van Hire Ltd,,,,
Manchester City Council,Chief Executives,Vehicle Hire Costs,29.11.2021,5105788210,£642.42,Manchester Van Hire Ltd,,,,
Manchester City Council,Chief Executives,Professional fees,29.11.2021,1907457674,"£8,000.00",Central Chambers,,,,
Manchester City Council,Chief Executives,Professional fees,29.11.2021,1907468844,"£4,000.00",Central Chambers,,,,
Manchester City Council,Chief Executives,Professional fees,29.11.2021,5105788071,"£1,118.75",Waddington & Son Solicitors,,,,
Manchester City Council,Chief Executives,Professional fees,29.11.2021,1907457676,£650.00,Redacted Personal Information,,,,
Manchester City Council,Chief Executives,Professional fees,29.11.2021,1907468847,£550.00,Redacted Personal Information,,,,
Manchester City Council,Chief Executives,Professional fees,29.11.2021,5105788084,"-£1,118.75",Waddington & Son Solicitors,,,,
Manchester City Council,Chief Executives,Grant and subscriptions awarded,29.11.2021,5105786696,"£9,040.00",NEPHRA residents Association,,,,
Manchester City Council,Chief Executives,Grant and subscriptions awarded,29.11.2021,5105788046,"£5,204.20",OmniMusic,,,,
Manchester City Council,Chief Executives,Expenditure re Internal Trading Ordered Externally,29.11.2021,5105788175,"£10,859.12",Civica Election Services,,,,
Manchester City Council,Chief Executives,Expenditure re Internal Trading Ordered Externally,29.11.2021,5105788176,"£9,209.91",Civica Election Services,,,,
Manchester City Council,Chief Executives,Expenditure re Internal Trading Ordered Externally,29.11.2021,5105788177,"£7,333.84",Civica Election Services,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,29.11.2021,5105788094,"£2,500.00",Ryder Architecture Ltd,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,29.11.2021,5105788095,"£1,250.00",Planit,,,,
Manchester City Council,Chief Executives,Compensation Payments,29.11.2021,1907468842,"£1,350.00",Trinity Chambers,,,,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,29.11.2021,5105788258,"£6,615.48",SMS Solar Maintenance Services,,,,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,29.11.2021,5105788259,"£1,019.40",SMS Solar Maintenance Services,,,,
Manchester City Council,Regeneration Finance,Gas,29.11.2021,1907468850,"£1,930.02",APAM Limited,,,,
Manchester City Council,Regeneration Finance,Hire of Premises,29.11.2021,5105788112,"£3,660.00",Levenshulme Inspire,,,,
Manchester City Council,Regeneration Finance,Equipment,29.11.2021,5105788165,£519.25,Cpc,,,,
Manchester City Council,Regeneration Finance,Stationery,29.11.2021,5105788304,-£576.69,Banner Group Limited,,,,
Manchester City Council,Regeneration Finance,Professional fees,29.11.2021,5105788024,"£2,500.00",London Borough of Hounslow,,,,
Manchester City Council,Regeneration Finance,Third party payments relating to Voluntary Organisations,29.11.2021,5105788203,"£65,688.00",Impact For All,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,29.11.2021,5105788242,"£4,239.00",Castings Services,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,29.11.2021,5105788194,£744.80,Aggregate Industries T/A Kennedy As,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,29.11.2021,5105787731,"£60,019.26",Rosgal Ltd,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,29.11.2021,5105787756,"£42,854.45",Rosgal Ltd,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,29.11.2021,5105787755,"£14,820.00",Rosgal Ltd,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,29.11.2021,5105787754,"£12,480.00",Rosgal Ltd,,,,
Manchester City Council,Highways Services,Professional fees,29.11.2021,5105788127,"£7,240.00",Halcyon Conservation Ltd,,,,
Manchester City Council,Highways Services,Compensation Payments,29.11.2021,1907470386,"£5,482.00",Amelans Solicitors,,,,
Manchester City Council,Manchester Leisure,Agency staff provision,30.11.2021,5105788614,"£5,340.00",Manchester Art Gallery,,,,
Manchester City Council,Manchester Leisure,Training and Development,30.11.2021,5105787669,£838.00,Break into Business Ltd,,,,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,30.11.2021,5105788649,"£2,000.00",Redacted Personal Information,,,,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,30.11.2021,5105788650,"£1,485.00",Redacted Personal Information,,,,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,30.11.2021,5105787509,£953.00,Event Buggy Hire,,,,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,30.11.2021,5105787690,£519.76,Pennington Choices Ltd,,,,
Manchester City Council,Manchester Leisure,Responsive Repairs Work,30.11.2021,5105788639,"-£63,453.89",ENGIE Regeneration (Bramall) Ltd,,,,
Manchester City Council,Manchester Leisure,Responsive Repairs Work,30.11.2021,5105788640,"-£90,004.33",ENGIE Regeneration (Bramall) Ltd,,,,
Manchester City Council,Manchester Leisure,Responsive Repairs Work,30.11.2021,5105788638,"-£443,608.58",ENGIE Regeneration (Bramall) Ltd,,,,
Manchester City Council,Manchester Leisure,Contract Cleaning External,30.11.2021,5105786934,"£2,469.00",GTS Steam Cleaners,,,,
Manchester City Council,Manchester Leisure,Contract Cleaning External,30.11.2021,5105787816,£923.80,GTS Steam Cleaners,,,,
Manchester City Council,Manchester Leisure,Contract Cleaning External,30.11.2021,5105787815,£557.25,GTS Steam Cleaners,,,,
Manchester City Council,Manchester Leisure,Refuse Collection,30.11.2021,5105788186,"£1,509.91",Redgate Holdings Ltd,,,,
Manchester City Council,Manchester Leisure,Refuse Collection,30.11.2021,5105788187,"£1,477.15",Redgate Holdings Ltd,,,,
Manchester City Council,Manchester Leisure,Refuse Collection,30.11.2021,5105788189,"£1,447.56",Redgate Holdings Ltd,,,,
Manchester City Council,Manchester Leisure,Refuse Collection,30.11.2021,5105788188,"£1,302.02",Redgate Holdings Ltd,,,,
Manchester City Council,Manchester Leisure,Cleaning Equipment and Materials,30.11.2021,5105787288,£562.50,Redacted Personal Information,,,,
Manchester City Council,Manchester Leisure,Security,30.11.2021,5105788681,"£3,991.68",Showsec International Ltd,,,,
Manchester City Council,Manchester Leisure,Storage Costs,30.11.2021,5105788408,£699.89,Master Moves Ltd,,,,
Manchester City Council,Manchester Leisure,Equipment,30.11.2021,5105785884,"£10,000.00",Parklife Manchester Ltd,,,,
Manchester City Council,Manchester Leisure,Equipment,30.11.2021,5105784051,"£9,750.00",Wybone Ltd,,,,
Manchester City Council,Manchester Leisure,Equipment,30.11.2021,5105786274,£710.00,Groundwork Landscapes Ltd,,,,
Manchester City Council,Manchester Leisure,Equipment,30.11.2021,5105784389,£685.00,Groundwork & Leisure Services Ltd,,,,
Manchester City Council,Manchester Leisure,Equipment,30.11.2021,5105786756,£569.00,MRM Street Furniture Ltd,,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,30.11.2021,5105786059,"£12,998.40",Green Garden,,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,30.11.2021,5105786059,"£3,085.00",Green Garden,,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,30.11.2021,5105788293,"£1,995.00",Flowprotect Ltd,,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,30.11.2021,5105786543,"£1,960.00",Arboricultural Services Treework,,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,30.11.2021,5105788292,"£1,950.00",Flowprotect Ltd,,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,30.11.2021,5105788485,£836.64,Cromwell Polythene Limited,,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,30.11.2021,5105785991,£500.00,Green Garden,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30.11.2021,5105786452,"£5,500.00",Eden Project Ltd,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30.11.2021,5105788300,"£5,444.68",Ramora Ltd,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30.11.2021,5105782113,"£4,980.00",Ramora Ltd,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30.11.2021,5105788334,"£4,167.42",Ramora Ltd,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30.11.2021,5105787990,"£3,898.00",Groundwork Landscapes Ltd,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30.11.2021,5105785759,"£2,565.00",RoSPA Playsafety,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30.11.2021,5105788333,"£1,931.02",Ramora Ltd,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30.11.2021,5105788248,"£1,885.83",Ramora Ltd,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30.11.2021,5105788202,"£1,842.20",Sterling Event Group,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30.11.2021,5105788645,"£1,550.00",Redacted Personal Information,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30.11.2021,5105788647,"£1,550.00",Redacted Personal Information,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30.11.2021,5105786967,"£1,550.00",Redacted Personal Information,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30.11.2021,5105786968,"£1,550.00",Redacted Personal Information,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30.11.2021,5105786969,"£1,550.00",Redacted Personal Information,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30.11.2021,5105788646,"£1,550.00",Redacted Personal Information,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30.11.2021,5105786259,£728.00,Arboricultural Services Treework,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30.11.2021,5105788719,£668.56,Chambers & Perkins,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30.11.2021,5105787724,£600.00,Arboricultural Services Treework,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30.11.2021,5105788447,£595.00,Groundwork Landscapes Ltd,,,,
Manchester City Council,Manchester Leisure,Hire of Equipment,30.11.2021,5105788294,"£1,995.00",Flowprotect Ltd,,,,
Manchester City Council,Manchester Leisure,ClothsUniformLaundry,30.11.2021,5105785390,"£1,580.14",Longworth Ltd,,,,
Manchester City Council,Manchester Leisure,Schools Special Facs,30.11.2021,5105788648,"£4,030.00",Redacted Personal Information,,,,
Manchester City Council,Manchester Leisure,Publications,30.11.2021,5105788629,£629.77,Askews and Holts,,,,
Manchester City Council,Manchester Leisure,Professional fees,30.11.2021,5105784876,"£19,867.80",Greenwich Leisure Limited,,,,
Manchester City Council,Manchester Leisure,Professional fees,30.11.2021,5105784877,"£9,933.90",Greenwich Leisure Limited,,,,
Manchester City Council,Manchester Leisure,Professional fees,30.11.2021,5105784874,"£3,873.36",Greenwich Leisure Limited,,,,
