Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Amount,Supplier Name
Manchester City Council,Childrens Services,Catering,31.12.2010,5100405383,1485.00,Manchester City Football Club Plc
Manchester City Council,Childrens Services,Agency staff provision,31.12.2010,5100405390,3980.00,Institute Of Education University O
Manchester City Council,Environment and Operations,Grant and subscriptions awarded,31.12.2010,5100405393,625.00,Environmental Data Services Ltd
Manchester City Council,Hospitality + Trading Services,Oth Professional Fee,31.12.2010,5100405405,1600.00,REDACTED PERSONAL DATA
Manchester City Council,Chief Executives,Computer Running,31.12.2010,5100405414,2306.23,Evolve Business Consultancy Ltd
Manchester City Council,Childrens Services,Building Works,31.12.2010,5100405415,81684.15,Capita IT Services (BSF) Limited
Manchester City Council,Corporate Services,Ext Rep & Main Build,31.12.2010,5100405417,2786.52,Electricity North West Limited
Manchester City Council,Childrens Services,Building Works,31.12.2010,5100405418,32674.00,Capita IT Services (BSF) Limited
Manchester City Council,Corporate Services,Ext Rep & Main Build,31.12.2010,5100405419,1857.68,Electricity North West Limited
Manchester City Council,Childrens Services,Building Works,31.12.2010,5100405421,99481.45,Capita IT Services (BSF) Limited
Manchester City Council,Corporate Services,Ext Rep & Main Build,31.12.2010,5100405423,1857.68,Electricity North West Limited
Manchester City Council,Childrens Services,Building Works,31.12.2010,5100405425,67592.00,Capita IT Services (BSF) Limited
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,31.12.2010,5100405428,2266.00,REDACTED PERSONAL DATA
Manchester City Council,Childrens Services,Building Works,31.12.2010,5100405438,69586.10,Capita IT Services (BSF) Limited
Manchester City Council,Childrens Services,Building Works,31.12.2010,5100405439,27834.10,Capita IT Services (BSF) Limited
Manchester City Council,Libraries and Theatres,Works and associated costs for Land and Buildings,31.12.2010,5100405441,7726.62,Harry Fairclough Construction Ltd
Manchester City Council,Childrens Services,Building Works,31.12.2010,5100405443,27446.50,Capita IT Services (BSF) Limited
Manchester City Council,Childrens Services,Building Works,31.12.2010,5100405444,28774.20,Capita IT Services (BSF) Limited
Manchester City Council,Childrens Services,Building Works,31.12.2010,5100405448,34782.85,Capita IT Services (BSF) Limited
Manchester City Council,Childrens Services,Building Works,31.12.2010,5100405451,13913.65,Capita IT Services (BSF) Limited
Manchester City Council,Childrens Services,Building Works,31.12.2010,5100405454,62205.55,Capita IT Services (BSF) Limited
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,31.12.2010,5100405459,52004.70,Capita IT Services (BSF) Limited
Manchester City Council,Childrens Services,Building Works,31.12.2010,5100405462,83679.95,Capita IT Services (BSF) Limited
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,31.12.2010,5100405465,562.08,Capita IT Services (BSF) Limited
Manchester City Council,Manchester Leisure,Payments for services,31.12.2010,5100405466,1500.00,Chorlton Runners
Manchester City Council,Manchester Leisure,Payments for services,31.12.2010,5100405467,1500.00,Chorlton Runners
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,31.12.2010,5100405469,15022.00,Carlton Fuels Ltd
Manchester City Council,Corporate Services,Consultants Fees,31.12.2010,5100405474,3500.00,BDO Stoy Hayward LLP
Manchester City Council,Corporate Services,Consultants Fees,31.12.2010,5100405474,7500.00,BDO Stoy Hayward LLP
Manchester City Council,Grtr Manchester Transport Unit,Payments to Sub-Contractors,31.12.2010,5100405475,6105.00,Count On Us Ltd
Manchester City Council,Chief Executives,Grant and subscriptions awarded,31.12.2010,5100405477,13770.00,Brook
Manchester City Council,Hospitality + Trading Services,Oth Professional Fee,31.12.2010,5100405479,1600.00,REDACTED PERSONAL DATA
Manchester City Council,Chief Executives,Payments for services,31.12.2010,5100405481,11500.00,Better Choices Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,31.12.2010,5100405484,1569.80,Advanced Vehicle Technicians Ltd
Manchester City Council,Corporate Services,Subsistence and Conference Expenses,31.12.2010,5100405489,1673.70,Manchester City Football Club Plc
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,31.12.2010,5100405490,7741.32,Northstar Advertising and Marketing
Manchester City Council,Chief Executives,Payments to Sub-Contractors,31.12.2010,5100405491,600.00,Creative Concern
Manchester City Council,Chief Executives,Payments to Sub-Contractors,31.12.2010,5100405492,2022.75,Creative Concern
Manchester City Council,Hospitality + Trading Services,Hire of Equipment,31.12.2010,5100405493,514.35,GHL Liftrucks Ltd
Manchester City Council,Chief Executives,Oth Professional Fee,31.12.2010,5100405522,5980.32,Buttress Fuller Alsop Williams Ltd
Manchester City Council,Hospitality + Trading Services,Equipment,31.12.2010,5100405532,17495.00,Bradburn Equipment Limited
Manchester City Council,Adult Social Care,Oth Professional Fee,31.12.2010,5100405533,800.00,Active Age
Manchester City Council,Adult Social Care,Oth Professional Fee,31.12.2010,5100405534,850.00,Active Age
Manchester City Council,Adult Social Care,Equipment,31.12.2010,5100405535,1091.40,Aidapt Bathrooms Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,31.12.2010,5100405541,705.00,City Illuminations Ltd
Manchester City Council,Regeneration Finance,Building Materials for direct delivery,31.12.2010,5100405545,2165.00,City Illuminations Ltd
Manchester City Council,Childrens Services,Other Local Auth,31.12.2010,5100405546,12996.00,Essex County Council
Manchester City Council,Childrens Services,Building Works,31.12.2010,5100405547,51493.85,Capita IT Services (BSF) Limited
Manchester City Council,Childrens Services,Building Works,31.12.2010,5100405550,89767.65,Capita IT Services (BSF) Limited
Manchester City Council,Childrens Services,Building Works,31.12.2010,5100405551,62511.55,Capita IT Services (BSF) Limited
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,31.12.2010,5100405556,2637.00,John Martin Devine Ltd
Manchester City Council,Childrens Services,Building Works,31.12.2010,5100405557,79279.50,Capita IT Services (BSF) Limited
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,31.12.2010,5100405559,1063.00,John Martin Devine Ltd
Manchester City Council,Corporate Services,Travel,31.12.2010,5100405563,744.50,Northern Rail Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,31.12.2010,5100405566,2405.00,John Martin Devine Ltd
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,31.12.2010,5100405567,80712.95,Capita IT Services (BSF) Limited
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,31.12.2010,5100405569,1115.00,John Martin Devine Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,31.12.2010,5100405573,1637.00,John Martin Devine Ltd
Manchester City Council,Childrens Services,Building Works,31.12.2010,5100405574,25004.45,Capita IT Services (BSF) Limited
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,31.12.2010,5100405575,2530.00,John Martin Devine Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,31.12.2010,5100405576,1063.00,John Martin Devine Ltd
Manchester City Council,Childrens Services,Building Works,31.12.2010,5100405581,25111.55,Capita IT Services (BSF) Limited
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,31.12.2010,5100405582,936.00,John Martin Devine Ltd
Manchester City Council,Adult Social Care,Equipment,31.12.2010,5100405585,583.50,Roma Medical Ltd
Manchester City Council,Adult Social Care,Equipment,31.12.2010,5100405586,583.50,Roma Medical Ltd
Manchester City Council,Chief Executives,Oth Professional Fee,31.12.2010,5100405590,1360.00,Utilities Design & Planning Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,31.12.2010,5100405592,1637.00,John Martin Devine Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,31.12.2010,5100405599,860.00,John Martin Devine Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,31.12.2010,5100405604,956.03,Advanced Vehicle Technicians Ltd
Manchester City Council,Environment and Operations,Third Party Payments relating to Street Scene Work,31.12.2010,5100405610,1899.10,United Utilities Water Plc
Manchester City Council,Chief Executives,Infra - Construction,31.12.2010,5100405613,2375.00,Utilities Design & Planning Ltd
Manchester City Council,Environment and Operations,Grant and subscriptions awarded,31.12.2010,5100405614,2000.00,Action for Sustainable Living Ltd
Manchester City Council,Chief Executives,Oth Professional Fee,31.12.2010,5100405615,1050.00,Utilities Design & Planning Ltd
Manchester City Council,Childrens Services,Oth Professional Fee,31.12.2010,5100405617,900.00,AJC Educational Partnership Ltd
Manchester City Council,Childrens Services,Oth Professional Fee,31.12.2010,5100405617,3375.00,AJC Educational Partnership Ltd
Manchester City Council,Environment and Operations,Radio Charges,31.12.2010,5100405620,986.13,Siemens Plc
Manchester City Council,Hospitality + Trading Services,Purchase of stores for re-distribution,31.12.2010,5100405626,670.32,PHS Group
Manchester City Council,Childrens Services,Hire of Equipment,31.12.2010,5100405650,548.90,Sibcas Limited
Manchester City Council,Chief Executives,Agency staff provision,31.12.2010,5100405651,1200.66,Aptus Personnel Ltd t/a Jark
Manchester City Council,Adult Social Care,Equipment,31.12.2010,5100405653,3225.00,Park House Healthcare Ltd
Manchester City Council,Adult Social Care,Equipment,31.12.2010,5100405655,2839.50,Park House Healthcare Ltd
Manchester City Council,Chief Executives,Oth Professional Fee,31.12.2010,5100405658,-7500.00,Buttress Fuller Alsop Williams Ltd
Manchester City Council,Chief Executives,Oth Professional Fee,31.12.2010,5100405659,-5980.32,Buttress Fuller Alsop Williams Ltd
Manchester City Council,Chief Executives,Agency staff provision,31.12.2010,5100405661,2295.00,Key People Ltd
Manchester City Council,Chief Executives,Agency staff provision,31.12.2010,5100405663,1597.50,Key People Ltd
Manchester City Council,Environment and Operations,Int Rep & Main Build,31.12.2010,5100405670,505.00,Welding Engineers (Mersey) Ltd
Manchester City Council,Environment and Operations,Tipping - Tonnage,31.12.2010,5100405674,34714.77,Redgate Holdings Ltd
Manchester City Council,Environment and Operations,Tipping - Tonnage,31.12.2010,5100405678,35809.12,Redgate Holdings Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,31.12.2010,5100405679,1578.00,John Martin Devine Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,31.12.2010,5100405681,2807.00,John Martin Devine Ltd
Manchester City Council,Chief Executives,Agency staff provision,31.12.2010,5100405682,1026.99,Aptus Personnel Ltd t/a Jark
Manchester City Council,Chief Executives,Printing,31.12.2010,5100405695,1400.00,Holdmede Ltd T/A Pelican Press
Manchester City Council,Environment and Operations,Payments to Sub-Contractors,31.12.2010,5100405702,2495.50,R & M Developments Ltd
Manchester City Council,Chief Executives,I T Provision,31.12.2010,5100405703,600.00,Storm ID Ltd
Manchester City Council,Chief Executives,Payments for services,31.12.2010,5100405704,115065.18,Central Mcr University Hospitals
Manchester City Council,Corporate Services,Oth Professional Fee,31.12.2010,5100405706,25293.00,Curtins Consulting Engineer
Manchester City Council,Childrens Services,Subsistence and Conference Expenses,31.12.2010,5100405708,997.50,Capita Business Services Ltd
Manchester City Council,Chief Executives,Equipment,31.12.2010,5100405709,4005.00,Schneider Electric Buildings Busine
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,31.12.2010,5100405710,1500.00,Davis Langdon
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,31.12.2010,5100405710,1500.00,Davis Langdon
Manchester City Council,Housing General Fund,Building Works,31.12.2010,5100405713,-7648.00,GB Building Solutions Ltd
Manchester City Council,Environment and Operations,Works and associated costs for Land and Buildings,31.12.2010,5100405714,1497.00,Welding Engineers (Mersey) Ltd
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,31.12.2010,5100405718,7300.00,Davis Langdon
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,31.12.2010,5100405718,13600.00,Davis Langdon
Manchester City Council,Housing General Fund,Building Works,31.12.2010,5100405721,11930.00,GB Building Solutions Ltd
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,31.12.2010,5100405723,6000.00,Davis Langdon
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,31.12.2010,5100405723,6000.00,Davis Langdon
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,31.12.2010,5100405725,6500.00,Davis Langdon
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,31.12.2010,5100405725,6500.00,Davis Langdon
