Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,,,
Manchester City Council,Corporate Services,Long Term Debtors,30.10.2018,5101002891,"£895,794.00",Vesta Street Development Ltd,,,,,
Manchester City Council,Corporate Services,Long Term Debtors,30.10.2018,5101002898,"£895,794.00",Vesta Street Development Ltd,,,,,
Manchester City Council,Corporate Services,Long Term Debtors,30.10.2018,5101002889,"-£895,794.00",Vesta Street Development Ltd,,,,,
Manchester City Council,Adult Social Care,Rents,30.10.2018,1906229248,"£1,050.00",Northern Keys Ltd Roy Cooper,,,,,
Manchester City Council,Adult Social Care,Professional fees,30.10.2018,1906243755,£750.00,Redacted Personal Information,,,,,
Manchester City Council,Adult Social Care,Professional fees,30.10.2018,1906239372,£710.00,Prudence Beaumont,,,,,
Manchester City Council,Corporate Services,Grant and subscriptions awarded,30.10.2018,1906246170,"£1,990.00",Geowise Ltd,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,30.10.2018,1906247820,£745.00,ECOMIX CONCRETE LIMITE,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,30.10.2018,1906247821,£745.00,ECOMIX CONCRETE LIMITE,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,30.10.2018,1906247822,£745.00,ECOMIX CONCRETE LIMITE,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,30.10.2018,1906247819,£727.20,ECOMIX CONCRETE LIMITE,,,,,
Manchester City Council,Regeneration Finance,Distribution of Airport Rental,31.10.2018,1906247574,"£20,828.13",Oldham Borough Council,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,31.10.2018,5101003064,"£3,179.00",Indian Senior Citizens Centre,,,,,
Manchester City Council,Corporate Services,Postage,31.10.2018,5101002077,"£7,245.37",Royal Mail Group Plc,,,,,
Manchester City Council,Corporate Services,Postage,31.10.2018,5101000263,"£7,148.58",Royal Mail Group Plc,,,,,
Manchester City Council,Chief Executives,Postage,31.10.2018,5101002207,"£1,255.80",Royal Mail Group Plc,,,,,
Manchester City Council,Highways Services,Training and Development,31.10.2018,5100998255,£550.00,Thomas Telford Ltd,,,,,
Manchester City Council,Adult Social Care,Telecoms Equip,31.10.2018,5100998020,"£5,232.25",Tunstall Healthcare (UK) Ltd,,,,,
Manchester City Council,Adult Social Care,Personal needs of client,31.10.2018,5101002828,"£10,047.06",Prism Medical UK Carefree Division,,,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,31.10.2018,5101002855,"£16,275.25",Carlton Fuels Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,31.10.2018,5101002856,"£16,254.64",Carlton Fuels Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,31.10.2018,5101003000,"£10,297.23",Carlton Fuels Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,31.10.2018,5101002945,"£9,877.93",Carlton Fuels Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,31.10.2018,5101003006,"£6,193.24",Carlton Fuels Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,31.10.2018,5101002499,£508.88,Carlton Fuels Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,31.10.2018,5101002946,"-£9,887.23",Carlton Fuels Ltd,,,,,
Manchester City Council,Adult Social Care,I T Provision,31.10.2018,5101002831,"£1,995.00",Idox Software Ltd,,,,,
Manchester City Council,Regeneration Finance,I T Provision,31.10.2018,5100998602,£950.00,Idox Software Ltd,,,,,
Manchester City Council,Corporate Services,Professional fees,31.10.2018,5101001967,"£1,522.05",ESRI (Uk) Ltd,,,,,
Manchester City Council,Adult Social Care,Rents,31.10.2018,5100998913,"£3,000.00",Manchester Deaf Centre Ltd,,,,,
Manchester City Council,Adult Social Care,Cleaning Equipment and Materials,31.10.2018,5100999755,"£2,550.82",Initial Medical Services,,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,31.10.2018,5101002234,"£4,200.00",GVA Grimley Ltd,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,31.10.2018,5101002804,"£35,500.00",The Salvation Army,,,,,
Manchester City Council,Highways Services,I T Provision,31.10.2018,5101002224,"£12,331.62",Siemens Plc,,,,,
Manchester City Council,Adult Social Care,Equipment,31.10.2018,5101002820,£701.40,Sarabec Limited,,,,,
Manchester City Council,Corporate Services,Professional fees,31.10.2018,5101002228,£750.00,Edmond Shipway,,,,,
Manchester City Council,Adult Social Care,Equipment,31.10.2018,5101002985,"£1,770.90",Frontier Therapeutics,,,,,
Manchester City Council,Hospitality + Trading Services,Goods purchased for resale in Council outlets,31.10.2018,5100997473,"£2,550.00",Teleshore (Uk) Ltd,,,,,
Manchester City Council,Manchester Leisure,Professional fees,31.10.2018,5101001790,"£1,030.00",Fools Paradise,,,,,
Manchester City Council,Corporate Services,Professional fees,31.10.2018,5101002302,"£10,199.04",Mott Macdonald Uk Limited,,,,,
Manchester City Council,Adult Social Care,Payments for services,31.10.2018,5101001564,"£5,250.00",Cais Ltd,,,,,
Manchester City Council,Adult Social Care,Payments for services,31.10.2018,5101001562,"£2,150.00",Cais Ltd,,,,,
Manchester City Council,Adult Social Care,Payments for services,31.10.2018,5101001529,"-£2,150.00",Cais Ltd,,,,,
Manchester City Council,Adult Social Care,Payments for services,31.10.2018,5101001531,"-£6,020.00",Cais Ltd,,,,,
Manchester City Council,Highways Services,Hire of Equipment,31.10.2018,5101000862,"£12,854.64",Parkeon Ltd,,,,,
Manchester City Council,Highways Services,Hire of Equipment,31.10.2018,5101002509,"£12,854.64",Parkeon Ltd,,,,,
Manchester City Council,Highways Services,Hire of Equipment,31.10.2018,5100998523,£551.40,Parkeon Ltd,,,,,
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,31.10.2018,5101003065,"£2,567.00",Royal Oak Community Centre,,,,,
Manchester City Council,Adult Social Care,Furniture,31.10.2018,5100999806,£675.16,TTS Group Ltd,,,,,
Manchester City Council,Adult Social Care,Equipment,31.10.2018,5100998561,"-£4,810.17",Adoption Matters Northwest,,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",31.10.2018,5100998483,£712.36,Screwfix Direct T/A Trade UK,,,,,
Manchester City Council,Manchester Leisure,Payments for services,31.10.2018,5101002870,"£28,090.92",Eastlands Trust Limited,,,,,
Manchester City Council,Manchester Leisure,Payments for services,31.10.2018,5101002873,"£5,600.00",Eastlands Trust Limited,,,,,
Manchester City Council,Manchester Leisure,Payments for services,31.10.2018,5101002868,"£3,675.00",Eastlands Trust Limited,,,,,
Manchester City Council,Manchester Leisure,Payments for services,31.10.2018,5101002866,"£3,545.76",Eastlands Trust Limited,,,,,
Manchester City Council,Manchester Leisure,Payments for services,31.10.2018,5101002876,"£1,300.00",Eastlands Trust Limited,,,,,
Manchester City Council,Manchester Leisure,Payments for services,31.10.2018,5101002869,£656.63,Eastlands Trust Limited,,,,,
Manchester City Council,Manchester Leisure,Hire of Equipment,31.10.2018,5101002977,"£1,300.00",William G.Search Ltd,,,,,
Manchester City Council,Manchester Leisure,Equipment,31.10.2018,5101000273,"£1,530.00",Solon Security Ltd,,,,,
Manchester City Council,Regeneration Finance,General Office expenses,31.10.2018,5101000415,"£2,992.20",Ove Arup & Partners Ltd,,,,,
Manchester City Council,Chief Executives,Hire of Equipment,31.10.2018,5101003019,"£3,718.45",Xerox (Uk) Ltd,,,,,
Manchester City Council,Chief Executives,Hire of Equipment,31.10.2018,5101003020,£671.97,Xerox (Uk) Ltd,,,,,
Manchester City Council,Chief Executives,Printing,31.10.2018,5101002195,"£1,693.06",Xerox (Uk) Ltd,,,,,
Manchester City Council,Chief Executives,Printing,31.10.2018,5101002200,-£544.11,Xerox (Uk) Ltd,,,,,
Manchester City Council,Adult Social Care,Furniture,31.10.2018,5101001951,£949.00,Back Care Solutions Ltd,,,,,
Manchester City Council,Adult Social Care,Furniture,31.10.2018,5100997817,£691.95,Back Care Solutions Ltd,,,,,
Manchester City Council,Regeneration Finance,Furniture,31.10.2018,5101002361,£949.00,Back Care Solutions Ltd,,,,,
Manchester City Council,Adult Social Care,Payments for services,31.10.2018,5101000546,"£22,726.72",United Response,,,,,
Manchester City Council,Manchester Leisure,Contract Cleaning External,31.10.2018,5101002728,£698.75,GTS Steam Cleaners,,,,,
Manchester City Council,Manchester Leisure,Contract Cleaning External,31.10.2018,5101002815,£519.25,GTS Steam Cleaners,,,,,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,31.10.2018,5101001563,"£3,850.97",North Midland Construction Plc,,,,,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,31.10.2018,5101000558,£985.00,North Midland Construction Plc,,,,,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,31.10.2018,5101001556,-£985.00,North Midland Construction Plc,,,,,
Manchester City Council,Environment and Operations,Construction Works,31.10.2018,5101001771,"£13,926.74",North Midland Construction Plc,,,,,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,31.10.2018,5101002630,"£34,216.26",North Midland Construction Plc,,,,,
Manchester City Council,Childrens Services,Infrastructure - Adaptations,31.10.2018,5101002627,"£3,337.27",North Midland Construction Plc,,,,,
Manchester City Council,Chief Executives,Transport Taxis,31.10.2018,1906239286,£512.20,Street Cars,,,,,
Manchester City Council,Regeneration Finance,Subsistence and Conference Expenses,31.10.2018,5100999434,"£9,435.49",The Manchester College,,,,,
Manchester City Council,Corporate Services,Professional fees,31.10.2018,5101002878,"£3,000.00",Thomson Associates,,,,,
Manchester City Council,Adult Social Care,Equipment,31.10.2018,5101003080,"£1,194.00",Connevans Ltd,,,,,
Manchester City Council,Highways Services,Cleaning Equipment,31.10.2018,5101002530,"£3,600.00",Ramora Ltd,,,,,
Manchester City Council,Highways Services,Cleaning Equipment,31.10.2018,5100998021,£900.00,Ramora Ltd,,,,,
Manchester City Council,Highways Services,Cleaning Equipment,31.10.2018,5101003029,£900.00,Ramora Ltd,,,,,
Manchester City Council,Highways Services,Cleaning Equipment,31.10.2018,5101003026,-£900.00,Ramora Ltd,,,,,
Manchester City Council,Manchester Leisure,Equipment,31.10.2018,5101002382,"£6,950.00",Kenny Bros (Civil Eng) Ltd,,,,,
Manchester City Council,Corporate Services,Legal Fees,31.10.2018,5101003005,"£10,907.84",Squire Patton Boggs (UK) LLP,,,,,
Manchester City Council,Corporate Services,Legal Fees,31.10.2018,5101003005,"£8,064.05",Squire Patton Boggs (UK) LLP,,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,31.10.2018,5101002355,"£4,649.00",Utilities Design & Planning Ltd,,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,31.10.2018,5101002215,"£4,399.00",Utilities Design & Planning Ltd,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,31.10.2018,5101003066,"£2,320.00",Irish Community Care Manchester,,,,,
Manchester City Council,Highways Services,Purchase of stores for re-distribution,31.10.2018,5101002056,"£1,304.18",P.F. Cusack (Tools Supplies) Ltd,,,,,
Manchester City Council,Manchester Leisure,Security,31.10.2018,5100988470,"£6,411.64",Showsec International Ltd,,,,,
Manchester City Council,Manchester Leisure,Security,31.10.2018,5101002884,"£1,544.84",Showsec International Ltd,,,,,
Manchester City Council,Chief Executives,Security,31.10.2018,5101002922,£730.35,Showsec International Ltd,,,,,
Manchester City Council,Corporate Services,Professional fees,31.10.2018,5101000390,"£10,535.00",Mace Ltd,,,,,
Manchester City Council,Environment and Operations,Construction Works,31.10.2018,5101000123,"£6,903.67",Henry Boot Construction (Uk) Ltd,,,,,
Manchester City Council,Environment and Operations,Construction Works,31.10.2018,5101000123,£774.23,Henry Boot Construction (Uk) Ltd,,,,,
Manchester City Council,Adult Social Care,Catering,31.10.2018,5100998580,"£18,632.25",Spie Limited,,,,,
Manchester City Council,Manchester Leisure,Publications,31.10.2018,5101001371,£725.70,Askews and Holts,,,,,
Manchester City Council,Manchester Leisure,Publications,31.10.2018,5101002385,£503.69,Askews and Holts,,,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,31.10.2018,1906247524,£573.20,Askews and Holts,,,,,
Manchester City Council,Corporate Services,I T Provision,31.10.2018,5101002307,"-£25,000.00",Capita Business Services Ltd,,,,,
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,31.10.2018,5101003071,"£9,167.00",Harpurhey Neighbourhood Project,,,,,
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,31.10.2018,5101003067,"£4,624.00",St Georges Community Centre.,,,,,
Manchester City Council,Libraries and Theatres,Training and Development,31.10.2018,5101002583,"£2,164.00",University Of Salford,,,,,
Manchester City Council,Adult Social Care,Training and Development,31.10.2018,5101002892,£750.00,University Of Salford,,,,,
Manchester City Council,Adult Social Care,Training and Development,31.10.2018,5101002894,£750.00,University Of Salford,,,,,
Manchester City Council,Adult Social Care,Rents,31.10.2018,5101000711,"£1,120.00",Commercial Real Estates Management,,,,,
Manchester City Council,Adult Social Care,Professional fees,31.10.2018,5101002984,"£1,394.88",Manchester Metropolitan University,,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,31.10.2018,5101001808,"£5,160.00",Rigby Taylor Ltd,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,31.10.2018,5101002912,"£16,666.66",Riverside ECHG,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,31.10.2018,5101002915,"£9,187.20",Riverside ECHG,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,31.10.2018,5101002915,"£7,396.10",Riverside ECHG,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,31.10.2018,5101002903,"£19,091.41",Riverside ECHG,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,31.10.2018,5101002903,"£12,585.85",Riverside ECHG,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,31.10.2018,5101002903,"£12,500.00",Riverside ECHG,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,31.10.2018,5101002903,"£5,833.33",Riverside ECHG,,,,,
